,Event,Site,Date,Round,White,Black,Result,BlackElo,BlackRatingDiff,ECO,Termination,TimeControl,UTCDate,UTCTime,Variant,WhiteElo,WhiteRatingDiff
611,Rated Bullet game,https://lichess.org/2EM6EqXc,2021.02.06,?,Kaiser1103,DaenaliaEvandruile,0-1,1088,+3,C42,Time forfeit,60+0,2021.02.06,14:08:30,Standard,961,-4
612,Rated Bullet game,https://lichess.org/1mZqd1YM,2021.02.06,?,Grand_warden,DaenaliaEvandruile,1/2-1/2,1086,+2,C42,Normal,60+0,2021.02.06,14:06:46,Standard,1500,-359
613,Rated Bullet game,https://lichess.org/wzytBXHb,2021.02.06,?,DaenaliaEvandruile,GabijaLang,1-0,1107,-6,B06,Time forfeit,60+0,2021.02.06,14:04:01,Standard,1080,+6
614,Rated Bullet game,https://lichess.org/Wrhv4PmB,2021.02.06,?,DaenaliaEvandruile,ertan77,0-1,1124,+5,B02,Normal,60+0,2021.02.06,14:01:19,Standard,1085,-5
615,Rated Bullet game,https://lichess.org/ZF1dKxTI,2021.02.06,?,DaenaliaEvandruile,Blade_Sithole,0-1,1153,+5,B01,Normal,60+0,2021.02.06,13:59:19,Standard,1089,-4
616,Rated Bullet game,https://lichess.org/O4jJ89q8,2021.02.06,?,siluna-13,DaenaliaEvandruile,1-0,1096,-7,A04,Normal,60+0,2021.02.06,13:56:52,Standard,1063,+6
617,Rated Bullet game,https://lichess.org/mGFwx7bd,2021.02.06,?,DaenaliaEvandruile,Mi-Mo,1-0,1043,-5,C55,Normal,60+0,2021.02.06,13:56:16,Standard,1091,+5
618,Rated Bullet game,https://lichess.org/YyQdNhGg,2021.02.06,?,Saumya21,DaenaliaEvandruile,0-1,1085,+6,C42,Time forfeit,60+0,2021.02.06,13:54:23,Standard,1063,-41
619,Rated Bullet game,https://lichess.org/GN6dvYgW,2021.02.06,?,Mr_Lele,DaenaliaEvandruile,1-0,1091,-6,C42,Normal,60+0,2021.02.06,13:52:42,Standard,1108,+6
620,Rated Bullet game,https://lichess.org/3j2wOyPg,2021.02.06,?,DaenaliaEvandruile,Daniel_Sarai,1-0,1053,-6,C40,Time forfeit,60+0,2021.02.06,13:08:13,Standard,1086,+5
621,Rated Bullet game,https://lichess.org/3WXN3N37,2021.02.06,?,Ta1haddemir,DaenaliaEvandruile,1-0,1092,-6,D20,Normal,60+0,2021.02.06,13:05:42,Standard,1070,+6
622,Rated Bullet game,https://lichess.org/KmnTvmND,2021.02.06,?,DaenaliaEvandruile,GiaAig,1-0,1075,-6,B00,Time forfeit,60+0,2021.02.06,13:02:32,Standard,1086,+6
623,Rated Bullet game,https://lichess.org/Le8v9hXo,2021.02.06,?,DaenaliaEvandruile,ouzing,0-1,1112,+5,C45,Time forfeit,60+0,2021.02.06,12:59:53,Standard,1091,-5
624,Rated Bullet game,https://lichess.org/sHsFIx4G,2021.02.06,?,DorianChan,DaenaliaEvandruile,0-1,1086,+5,D20,Normal,60+0,2021.02.06,12:57:27,Standard,1090,-6
625,Rated Bullet game,https://lichess.org/43oIEaUu,2021.02.06,?,DaenaliaEvandruile,shababb,0-1,1094,+6,B00,Time forfeit,60+0,2021.02.06,12:54:49,Standard,1091,-5
626,Rated Bullet game,https://lichess.org/p4FQnloH,2021.02.06,?,DaenaliaEvandruile,kanon12345,1-0,1131,-6,C41,Time forfeit,60+0,2021.02.06,12:52:06,Standard,1085,+6
627,Rated Bullet game,https://lichess.org/R1FtZVJi,2021.02.06,?,Edgar_Lop,DaenaliaEvandruile,1/2-1/2,1084,+1,C27,Time forfeit,60+0,2021.02.06,12:49:31,Standard,1104,+0
628,Rated Bullet game,https://lichess.org/bWysmeH4,2021.02.06,?,VinvA,DaenaliaEvandruile,1-0,1090,-6,C42,Time forfeit,60+0,2021.02.06,12:47:00,Standard,1110,+9
629,Rated Bullet game,https://lichess.org/EDCeU77D,2021.02.06,?,DaenaliaEvandruile,TELAMONIO,1-0,1094,-6,B01,Time forfeit,60+0,2021.02.06,12:44:29,Standard,1084,+6
630,Rated Bullet game,https://lichess.org/ZTQmc8Db,2021.02.06,?,DaenaliaEvandruile,Abeliov,1-0,996,-5,C65,Time forfeit,60+0,2021.02.06,12:41:55,Standard,1079,+5
631,Rated Bullet game,https://lichess.org/MaTnPorN,2021.02.06,?,straxinjooo,DaenaliaEvandruile,0-1,1075,+4,A01,Normal,60+0,2021.02.06,12:39:15,Standard,970,-25
632,Rated Bullet game,https://lichess.org/2R3VgSnC,2021.02.06,?,DaenaliaEvandruile,SaveeshVarma,1-0,935,-3,C42,Time forfeit,60+0,2021.02.06,12:36:33,Standard,1072,+3
633,Rated Bullet game,https://lichess.org/ruMSe1OA,2021.02.06,?,UYS2,DaenaliaEvandruile,0-1,1066,+6,C42,Normal,60+0,2021.02.06,12:34:15,Standard,1050,-6
634,Rated Blitz game,https://lichess.org/1RfDfZ3t,2021.02.06,?,Md_R_H_Rian,DaenaliaEvandruile,1-0,1006,-5,D00,Normal,180+0,2021.02.06,11:15:14,Standard,1058,+5
635,Rated Bullet game,https://lichess.org/0C2cCThi,2021.02.06,?,DaenaliaEvandruile,RensvdBerg,1-0,1044,-16,C42,Time forfeit,60+0,2021.02.06,11:10:39,Standard,1061,+5
636,Rated Bullet game,https://lichess.org/bmM2dJWb,2021.02.06,?,aliboyini,DaenaliaEvandruile,1-0,1068,-7,C24,Normal,60+0,2021.02.06,11:09:53,Standard,960,+7
637,Rated Bullet game,https://lichess.org/7CUy8eoV,2021.02.06,?,DaenaliaEvandruile,AlpereN3443,0-1,1124,+5,C41,Normal,60+0,2021.02.06,11:08:29,Standard,1073,-5
638,Rated Bullet game,https://lichess.org/FiA52aFX,2021.02.06,?,OmeRomeo,DaenaliaEvandruile,1-0,1079,-6,D02,Normal,60+0,2021.02.06,11:05:42,Standard,1048,+7
639,Rated Bullet game,https://lichess.org/uYjCGc23,2021.02.06,?,glimscity,DaenaliaEvandruile,0-1,1073,+6,C20,Time forfeit,60+0,2021.02.06,11:02:54,Standard,1069,-6
640,Rated Bullet game,https://lichess.org/CcDKWi1V,2021.02.06,?,DaenaliaEvandruile,Ad_Astra_21,0-1,1096,+7,C45,Normal,60+0,2021.02.06,10:59:51,Standard,1079,-6
641,Rated Bullet game,https://lichess.org/QuJOZQSU,2021.02.06,?,Giger74,DaenaliaEvandruile,0-1,1072,+7,D00,Time forfeit,60+0,2021.02.06,10:58:25,Standard,1114,-6
642,Rated Bullet game,https://lichess.org/cslZxmB2,2021.02.05,?,DaenaliaEvandruile,Tariq_027,1-0,1171,-195,C41,Time forfeit,60+0,2021.02.05,15:16:59,Standard,1067,+5
643,Rated Bullet game,https://lichess.org/l6mnecTe,2021.02.05,?,DaenaliaEvandruile,mohdhafiziisa,0-1,1115,+5,C40,Normal,60+0,2021.02.05,15:15:00,Standard,1072,-5
644,Rated Bullet game,https://lichess.org/XOa8MieP,2021.02.05,?,mohdhafiziisa,DaenaliaEvandruile,1-0,1077,-5,C23,Normal,60+0,2021.02.05,15:13:18,Standard,1109,+6
645,Rated Bullet game,https://lichess.org/gxNoj3RK,2021.02.05,?,DaenaliaEvandruile,tutota,0-1,1101,+6,B01,Normal,60+0,2021.02.05,15:10:46,Standard,1083,-6
646,Rated Bullet game,https://lichess.org/hOpmRqbp,2021.02.05,?,DaenaliaEvandruile,Shankhin_Sharma64,1-0,1068,-5,C45,Time forfeit,60+0,2021.02.05,15:08:20,Standard,1077,+6
647,Rated Bullet game,https://lichess.org/HpzZ5a7H,2021.02.05,?,DaenaliaEvandruile,dennzkie,0-1,1142,+17,B06,Time forfeit,60+0,2021.02.05,15:05:36,Standard,1081,-4
648,Rated Bullet game,https://lichess.org/8LCPXw8p,2021.02.05,?,dennzkie,DaenaliaEvandruile,0-1,1074,+7,C42,Time forfeit,60+0,2021.02.05,15:02:53,Standard,1169,-27
649,Rated Bullet game,https://lichess.org/gcHdKMAn,2021.02.05,?,DaenaliaEvandruile,Andrewgr13,1-0,1066,-6,C44,Time forfeit,60+0,2021.02.05,15:00:06,Standard,1069,+5
650,Rated Bullet game,https://lichess.org/bJuaxycH,2021.02.05,?,eldar1993,DaenaliaEvandruile,0-1,1063,+6,A45,Time forfeit,60+0,2021.02.05,14:57:24,Standard,1056,-6
651,Rated Bullet game,https://lichess.org/ypnSduuU,2021.02.05,?,DaenaliaEvandruile,Trc_litoral,1-0,1085,-6,C40,Time forfeit,60+0,2021.02.05,14:55:03,Standard,1057,+6
652,Rated Bullet game,https://lichess.org/b97tdUOS,2021.02.05,?,DaenaliaEvandruile,reppet,1-0,1107,-10,B13,Time forfeit,60+0,2021.02.05,14:52:25,Standard,1050,+7
653,Rated Bullet game,https://lichess.org/86hLliIv,2021.02.05,?,miguelsos,DaenaliaEvandruile,1-0,1054,-4,C42,Normal,60+0,2021.02.05,14:51:25,Standard,1167,+4
654,Rated Bullet game,https://lichess.org/OInUZtpX,2021.02.05,?,RHood57,DaenaliaEvandruile,0-1,1048,+6,C42,Time forfeit,60+0,2021.02.05,11:55:51,Standard,1074,-6
655,Rated Bullet game,https://lichess.org/5Fapp31m,2021.02.05,?,DaenaliaEvandruile,JajedrezFunk,0-1,1046,+6,A06,Normal,60+0,2021.02.05,11:52:54,Standard,1054,-6
656,Rated Bullet game,https://lichess.org/Sf4ggzvm,2021.02.05,?,yeeshong,DaenaliaEvandruile,0-1,1048,+6,A00,Time forfeit,60+0,2021.02.05,07:50:39,Standard,1065,-6
657,Rated Bullet game,https://lichess.org/P1sNg9dd,2021.02.05,?,selimcinarballi,DaenaliaEvandruile,1-0,1055,-7,D20,Time forfeit,60+0,2021.02.05,07:47:54,Standard,942,+21
658,Rated Bullet game,https://lichess.org/IdZEX4d1,2021.02.05,?,DaenaliaEvandruile,selimcinarballi,1-0,954,-12,C45,Time forfeit,60+0,2021.02.05,07:46:04,Standard,1051,+4
659,Rated Blitz game,https://lichess.org/JdemOWDW,2021.02.04,?,DaenaliaEvandruile,Santiagoycierra,1-0,997,-6,C40,Normal,180+0,2021.02.04,22:07:59,Standard,1001,+5
660,Rated Blitz game,https://lichess.org/PnddvVmp,2021.02.04,?,Santiagoycierra,DaenaliaEvandruile,0-1,995,+6,C23,Normal,180+0,2021.02.04,22:06:32,Standard,1002,-5
661,Rated Blitz game,https://lichess.org/AXfeixmM,2021.02.04,?,DaenaliaEvandruile,Santiagoycierra,1-0,1008,-6,C40,Normal,180+0,2021.02.04,22:03:34,Standard,989,+6
662,Rated Blitz game,https://lichess.org/DJBbIInc,2021.02.04,?,Santiagoycierra,DaenaliaEvandruile,1-0,994,-5,C20,Normal,180+0,2021.02.04,21:59:55,Standard,1003,+5
663,Rated Blitz game,https://lichess.org/c1P4ozJq,2021.02.04,?,DaenaliaEvandruile,evntvwr,1-0,1019,-6,B20,Time forfeit,180+0,2021.02.04,21:58:16,Standard,988,+6
664,Rated Blitz game,https://lichess.org/pqGW6JrJ,2021.02.04,?,DaenaliaEvandruile,OcJluK56,0-1,1134,+66,C41,Normal,180+0,2021.02.04,15:16:46,Standard,991,-3
665,Rated Blitz game,https://lichess.org/V5kMhjgP,2021.02.04,?,canbazdeniz,DaenaliaEvandruile,0-1,987,+4,D00,Normal,180+0,2021.02.04,15:11:21,Standard,864,-4
666,Rated Blitz game,https://lichess.org/F6yTMPL6,2021.02.04,?,VedangArekar,DaenaliaEvandruile,1-0,990,-3,C26,Normal,180+0,2021.02.04,15:07:23,Standard,1149,+15
667,Rated Bullet game,https://lichess.org/daFxU808,2021.02.04,?,chesscrafter3,DaenaliaEvandruile,0-1,1045,+6,C42,Normal,60+0,2021.02.04,15:05:42,Standard,1049,-6
668,Rated Bullet game,https://lichess.org/qrLNgQ1w,2021.02.04,?,DaenaliaEvandruile,denC167,1-0,960,-4,C40,Time forfeit,60+0,2021.02.04,15:03:22,Standard,1040,+5
669,Rated Bullet game,https://lichess.org/YX4Kk9gY,2021.02.04,?,DrDoofenchess,DaenaliaEvandruile,1-0,1046,-6,C42,Time forfeit,60+0,2021.02.04,15:00:58,Standard,1049,+11
670,Rated Bullet game,https://lichess.org/6aceHlaO,2021.02.04,?,DaenaliaEvandruile,twistedvoid,0-1,1137,+4,B00,Normal,60+0,2021.02.04,14:58:19,Standard,1050,-4
671,Rated Bullet game,https://lichess.org/FrtELV2H,2021.02.04,?,DaenaliaEvandruile,Roger_Pain,1-0,938,-4,B00,Time forfeit,60+0,2021.02.04,14:55:33,Standard,1046,+4
672,Rated Bullet game,https://lichess.org/IoxD3UNm,2021.02.04,?,Roger_Pain,DaenaliaEvandruile,0-1,1042,+4,A04,Time forfeit,60+0,2021.02.04,14:53:08,Standard,943,-5
673,Rated Blitz game,https://lichess.org/ahloi4IM,2021.02.04,?,Bozkurt17712,DaenaliaEvandruile,1-0,996,-6,C42,Normal,180+0,2021.02.04,14:49:48,Standard,1016,+5
674,Rated Blitz game,https://lichess.org/49MOIyPz,2021.02.04,?,DaenaliaEvandruile,gonecase,0-1,909,+7,B01,Normal,180+0,2021.02.04,14:43:28,Standard,1003,-7
675,Rated Bullet game,https://lichess.org/Bf445fvY,2021.02.04,?,DaenaliaEvandruile,Nico990,1-0,1001,-5,C44,Time forfeit,60+0,2021.02.04,12:03:30,Standard,1037,+5
676,Rated Bullet game,https://lichess.org/XlpFwafj,2021.02.04,?,S0m1sh,DaenaliaEvandruile,0-1,1031,+6,C30,Time forfeit,60+0,2021.02.04,12:01:08,Standard,1043,-6
677,Rated Blitz game,https://lichess.org/cCwnlmkl,2021.02.04,?,kriskjaer,DaenaliaEvandruile,0-1,995,+8,C26,Time forfeit,180+0,2021.02.04,11:54:21,Standard,1103,-8
678,Rated Blitz game,https://lichess.org/xM9d7U4h,2021.02.04,?,DaenaliaEvandruile,SRavel,1-0,952,-11,B01,Normal,180+0,2021.02.04,11:50:56,Standard,990,+5
679,Rated Blitz game,https://lichess.org/ugJ69Je0,2021.02.04,?,Dyker,DaenaliaEvandruile,0-1,984,+6,C42,Time forfeit,180+0,2021.02.04,01:16:18,Standard,997,-26
680,Rated Bullet game,https://lichess.org/WbmIH8vU,2021.02.03,?,DaenaliaEvandruile,DoctorMu,0-1,1065,+5,C00,Normal,60+0,2021.02.03,14:00:01,Standard,1036,-5
681,Rated Bullet game,https://lichess.org/hGEWhYkr,2021.02.03,?,Akashi87,DaenaliaEvandruile,1-0,1043,-7,A04,Time forfeit,60+0,2021.02.03,13:57:10,Standard,945,+8
682,Rated Bullet game,https://lichess.org/5Uku5pWc,2021.02.03,?,DaenaliaEvandruile,Akashi87,1-0,949,-4,B02,Time forfeit,60+0,2021.02.03,13:54:24,Standard,1039,+4
683,Rated Bullet game,https://lichess.org/bIywb7oN,2021.02.03,?,emrecanaatr,DaenaliaEvandruile,0-1,1035,+4,B02,Time forfeit,60+0,2021.02.03,13:52:00,Standard,925,-4
684,Rated Bullet game,https://lichess.org/TOwAErgl,2021.02.03,?,DaenaliaEvandruile,emrecanaatr,1-0,929,-4,C40,Time forfeit,60+0,2021.02.03,13:49:25,Standard,1030,+5
685,Rated Bullet game,https://lichess.org/VS2smJ7i,2021.02.03,?,SPAN22,DaenaliaEvandruile,1-0,1037,-7,C24,Normal,60+0,2021.02.03,13:48:43,Standard,976,+7
686,Rated Blitz game,https://lichess.org/2AYUDN5y,2021.02.03,?,hiyarsoyacagi,DaenaliaEvandruile,1-0,989,-5,A04,Time forfeit,180+0,2021.02.03,13:41:50,Standard,1006,+6
687,Rated Blitz game,https://lichess.org/SaaTFhd5,2021.02.03,?,DaenaliaEvandruile,tealgiftedrabbit,0-1,1069,+5,C42,Time forfeit,180+0,2021.02.03,13:33:44,Standard,994,-5
688,Rated Blitz game,https://lichess.org/LN6t696D,2021.02.03,?,adam_chess_player,DaenaliaEvandruile,0-1,988,+6,C42,Normal,180+0,2021.02.03,13:30:55,Standard,989,-6
689,Casual Correspondence game,https://lichess.org/ZDXQYqSg,2021.02.03,?,PlatonicSolids,DaenaliaEvandruile,1-0,1500,,C20,Normal,-,2021.02.03,08:02:22,Standard,1500,
690,Rated Blitz game,https://lichess.org/ktoBAjX1,2021.02.03,?,DaenaliaEvandruile,tallcan,1/2-1/2,1103,-2,B01,Time forfeit,180+0,2021.02.03,05:33:17,Standard,986,+2
691,Rated Blitz game,https://lichess.org/JHWheZXu,2021.02.03,?,parlarajesh,DaenaliaEvandruile,0-1,978,+8,C20,Time forfeit,180+0,2021.02.03,05:26:22,Standard,1127,-12
692,Rated Blitz game,https://lichess.org/jfkN8sZn,2021.02.03,?,DaenaliaEvandruile,maolana,0-1,1086,+4,C41,Normal,180+0,2021.02.03,05:22:23,Standard,982,-4
693,Rated Blitz game,https://lichess.org/5FnPzMqw,2021.02.03,?,diabetic666,DaenaliaEvandruile,0-1,975,+7,B00,Normal,180+0,2021.02.03,05:17:47,Standard,1031,-7
694,Rated Blitz game,https://lichess.org/n43evFeC,2021.02.03,?,kalgonn,DaenaliaEvandruile,0-1,971,+4,A41,Normal,180+0,2021.02.03,05:15:54,Standard,867,-17
695,Rated Blitz game,https://lichess.org/GEkiCY9H,2021.02.03,?,DaenaliaEvandruile,Antonnn777,0-1,1061,+5,B13,Normal,180+0,2021.02.03,05:12:18,Standard,975,-4
696,Rated Correspondence game,https://lichess.org/aJ2QmCsZ,2021.02.03,?,DaenaliaEvandruile,interpretivechess,0-1,1500,+241,B40,Normal,-,2021.02.03,05:01:17,Standard,1500,-242
697,Rated Bullet game,https://lichess.org/oRD5RSWh,2021.02.03,?,DaenaliaEvandruile,flyingpins,1-0,957,-5,C44,Normal,60+0,2021.02.03,03:56:42,Standard,1033,+4
698,Rated Bullet game,https://lichess.org/fdRVZ51e,2021.02.03,?,rajshah,DaenaliaEvandruile,0-1,1027,+6,C21,Time forfeit,60+0,2021.02.03,03:49:20,Standard,1033,-5
699,Rated Bullet game,https://lichess.org/ibuC6kpA,2021.02.03,?,DaenaliaEvandruile,shivintikoo,0-1,1036,+6,C41,Normal,60+0,2021.02.03,03:47:31,Standard,1032,-5
700,Rated Bullet game,https://lichess.org/0lS9BOCa,2021.02.03,?,sidhantshahi,DaenaliaEvandruile,1-0,1038,-6,C42,Normal,60+0,2021.02.03,03:43:22,Standard,1058,+6
701,Rated Blitz game,https://lichess.org/KMvhNIgJ,2021.02.03,?,DaenaliaEvandruile,Lunaresque,1-0,970,-5,C65,Time forfeit,180+0,2021.02.03,03:27:07,Standard,970,+5
702,Rated Blitz game,https://lichess.org/IqpCXkgX,2021.02.03,?,Lunaresque,DaenaliaEvandruile,1/2-1/2,970,+0,D02,Normal,180+0,2021.02.03,03:21:26,Standard,970,+0
703,Rated Blitz game,https://lichess.org/lboZRyg3,2021.02.03,?,DaenaliaEvandruile,Lunaresque,1-0,976,-6,A00,Time forfeit,180+0,2021.02.03,03:15:29,Standard,963,+7
704,Rated Blitz game,https://lichess.org/rdZnUsZi,2021.02.03,?,DaenaliaEvandruile,snoopmt1,1-0,956,-6,C43,Time forfeit,180+0,2021.02.03,03:09:36,Standard,958,+5
705,Rated Blitz game,https://lichess.org/n7YHTt7M,2021.02.03,?,Virdigo,DaenaliaEvandruile,1-0,961,-3,C20,Normal,180+0,2021.02.03,03:04:00,Standard,1114,+4
706,Rated Blitz game,https://lichess.org/bx0viRWu,2021.02.03,?,DaenaliaEvandruile,NachoBueno,1-0,836,-4,C45,Normal,180+0,2021.02.03,03:00:12,Standard,957,+4
707,Rated Blitz game,https://lichess.org/ONvnLYFv,2021.02.03,?,Robelius,DaenaliaEvandruile,1-0,963,-6,C20,Normal,180+0,2021.02.03,00:31:29,Standard,968,+5
708,Rated Blitz game,https://lichess.org/Ij0bmjW5,2021.02.03,?,bariskoose,DaenaliaEvandruile,1-0,967,-4,C42,Normal,180+0,2021.02.03,00:05:57,Standard,1065,+4
709,Rated Blitz game,https://lichess.org/GrQb6FNP,2021.02.03,?,jamesf2310,DaenaliaEvandruile,0-1,961,+6,C26,Normal,180+0,2021.02.03,00:02:33,Standard,950,-6
710,Rated Blitz game,https://lichess.org/SdUjiob6,2021.02.02,?,DaenaliaEvandruile,Nellcube,0-1,1065,+26,C44,Time forfeit,180+0,2021.02.02,23:52:19,Standard,965,-4
711,Rated Blitz game,https://lichess.org/GclyVFWP,2021.02.02,?,DaenaliaEvandruile,handofthekween,1-0,1060,-7,B20,Normal,180+0,2021.02.02,23:43:23,Standard,958,+7
712,Rated Blitz game,https://lichess.org/RM5f9rb4,2021.02.02,?,DaenaliaEvandruile,mataszach1,0-1,940,+7,B20,Time forfeit,180+0,2021.02.02,23:26:47,Standard,964,-6
713,Rated Blitz game,https://lichess.org/ll8RTsvZ,2021.02.02,?,LPJ04,DaenaliaEvandruile,1-0,968,-4,D20,Normal,180+0,2021.02.02,23:23:48,Standard,1055,+5
714,Rated Bullet game,https://lichess.org/Z3BkWaJd,2021.02.02,?,DaenaliaEvandruile,dn_Edsan,0-1,1082,+5,B01,Time forfeit,60+0,2021.02.02,13:49:05,Standard,1043,-5
715,Rated Bullet game,https://lichess.org/LIkCfukR,2021.02.02,?,FalkenFlyger,DaenaliaEvandruile,1-0,1048,-5,C42,Normal,60+0,2021.02.02,13:46:23,Standard,1064,+5
716,Rated Bullet game,https://lichess.org/VmgB77iA,2021.02.02,?,YannisP,DaenaliaEvandruile,0-1,1044,+4,D20,Time forfeit,60+0,2021.02.02,13:44:01,Standard,973,-5
717,Rated Bullet game,https://lichess.org/Vhzzmpnv,2021.02.02,?,DaenaliaEvandruile,DikkeBeer,1-0,1029,-5,C41,Time forfeit,60+0,2021.02.02,13:41:11,Standard,1038,+6
718,Rated Bullet game,https://lichess.org/Wgp0Ouk4,2021.02.02,?,spartan912,DaenaliaEvandruile,0-1,1032,+6,B02,Time forfeit,60+0,2021.02.02,13:37:51,Standard,1055,-6
719,Rated Bullet game,https://lichess.org/7dDrcQbx,2021.02.02,?,DaenaliaEvandruile,LIV1982,1-0,1021,-6,C44,Time forfeit,60+0,2021.02.02,13:35:15,Standard,1026,+6
720,Rated Bullet game,https://lichess.org/bcOoIEzo,2021.02.02,?,DaenaliaEvandruile,Afrost404,1-0,988,-12,B00,Time forfeit,60+0,2021.02.02,11:19:28,Standard,1021,+5
721,Rated Bullet game,https://lichess.org/zpOhqZF8,2021.02.02,?,Ujjwal_stan16,DaenaliaEvandruile,0-1,1015,+6,A05,Time forfeit,60+0,2021.02.02,06:44:44,Standard,1030,-6
722,Rated Bullet game,https://lichess.org/mbINfbhE,2021.02.02,?,DaenaliaEvandruile,Ujjwal_stan16,0-1,1025,+5,C45,Time forfeit,60+0,2021.02.02,06:42:00,Standard,1020,-5
723,Rated Bullet game,https://lichess.org/pol5dvet,2021.02.02,?,Ujjwal_stan16,DaenaliaEvandruile,0-1,1014,+6,A45,Time forfeit,60+0,2021.02.02,06:39:21,Standard,1031,-6
724,Rated Bullet game,https://lichess.org/rIJvylIG,2021.02.02,?,nabil23,DaenaliaEvandruile,1-0,1021,-7,B02,Normal,60+0,2021.02.02,06:37:07,Standard,987,+6
725,Rated Blitz game,https://lichess.org/xkQjh6BY,2021.02.02,?,DaenaliaEvandruile,CorvusCorax3,0-1,1113,+36,C55,Normal,180+0,2021.02.02,05:54:26,Standard,971,-3
726,Rated Blitz game,https://lichess.org/oR7vRrBI,2021.02.02,?,bobten10,DaenaliaEvandruile,0-1,966,+5,B02,Time forfeit,180+0,2021.02.02,05:47:58,Standard,960,-5
727,Rated Blitz game,https://lichess.org/bUJnYT17,2021.02.02,?,DaenaliaEvandruile,InfinityF1,0-1,971,+27,C44,Normal,180+0,2021.02.02,05:43:05,Standard,971,-5
728,Rated Bullet game,https://lichess.org/0Oud8Aco,2021.02.02,?,chal88,DaenaliaEvandruile,0-1,1016,+5,A05,Normal,60+0,2021.02.02,05:27:04,Standard,934,-5
729,Rated Bullet game,https://lichess.org/YARsajVk,2021.02.02,?,DaenaliaEvandruile,Paras100,1-0,926,-4,C41,Time forfeit,60+0,2021.02.02,05:24:23,Standard,1012,+4
730,Rated Bullet game,https://lichess.org/Bec9VWw3,2021.02.02,?,DaenaliaEvandruile,phoneix75,0-1,1023,+7,C42,Normal,60+0,2021.02.02,05:22:06,Standard,1017,-5
731,Rated Bullet game,https://lichess.org/wiHRNPeE,2021.02.02,?,Andresfhc71,DaenaliaEvandruile,1-0,1023,-6,A35,Time forfeit,60+0,2021.02.02,05:19:10,Standard,1010,+6
732,Rated Bullet game,https://lichess.org/7t4VtxoA,2021.02.01,?,samet_67,DaenaliaEvandruile,0-1,1018,+5,A45,Normal,60+0,2021.02.01,14:51:11,Standard,1014,-12
733,Rated Bullet game,https://lichess.org/1krAaxPN,2021.02.01,?,Naurameshi,DaenaliaEvandruile,1-0,1023,-5,A05,Time forfeit,60+0,2021.02.01,14:48:22,Standard,1040,+8
734,Rated Bullet game,https://lichess.org/FHRxOO9b,2021.02.01,?,DaenaliaEvandruile,Donk97,1-0,990,-5,B00,Time forfeit,60+0,2021.02.01,14:45:49,Standard,1018,+5
735,Rated Bullet game,https://lichess.org/iuZCRxGv,2021.02.01,?,JetPackCat,DaenaliaEvandruile,0-1,1010,+8,A45,Time forfeit,60+0,2021.02.01,14:43:18,Standard,1119,-7
736,Rated Bullet game,https://lichess.org/3bQii0E0,2021.02.01,?,DaenaliaEvandruile,gmatkar,0-1,1058,+5,C45,Normal,60+0,2021.02.01,14:42:32,Standard,1015,-5
737,Rated Bullet game,https://lichess.org/2X1Fb2al,2021.02.01,?,DaenaliaEvandruile,miranghimire,1-0,1043,-6,C01,Time forfeit,60+0,2021.02.01,14:39:48,Standard,1009,+6
738,Rated Blitz game,https://lichess.org/cdqD5LQu,2021.02.01,?,DaenaliaEvandruile,DeepcarBlade,0-1,1120,+4,A41,Normal,180+0,2021.02.01,14:36:18,Standard,975,-4
739,Casual Bullet game,https://lichess.org/1x6EGyfW,2021.02.01,?,PolynomialTime,DaenaliaEvandruile,0-1,1009,,D00,Time forfeit,60+0,2021.02.01,06:21:52,Standard,1208,
740,Rated Blitz game,https://lichess.org/MBTmeKfC,2021.02.01,?,DDAarci,DaenaliaEvandruile,0-1,968,+7,B02,Normal,180+0,2021.02.01,05:32:40,Standard,998,-6
741,Rated Blitz game,https://lichess.org/OtUbKgb2,2021.02.01,?,Balram_Gupta,DaenaliaEvandruile,1-0,974,-6,B02,Normal,180+0,2021.02.01,05:32:00,Standard,1005,+6
742,Rated Blitz game,https://lichess.org/9Pk256pF,2021.02.01,?,DaenaliaEvandruile,LuisKarpov,1-0,991,-6,B00,Normal,180+0,2021.02.01,05:27:25,Standard,967,+7
743,Rated Blitz game,https://lichess.org/DBEFnxIC,2021.02.01,?,Vinayaka264,DaenaliaEvandruile,0-1,961,+6,B02,Time forfeit,180+0,2021.02.01,05:09:38,Standard,980,-6
744,Rated Blitz game,https://lichess.org/MrKucRt0,2021.02.01,?,DaenaliaEvandruile,Vinayaka264,0-1,974,+6,C40,Normal,180+0,2021.02.01,05:08:07,Standard,967,-6
745,Rated Blitz game,https://lichess.org/bX94QlmH,2021.01.31,?,senakptn,DaenaliaEvandruile,0-1,962,+5,B02,Time forfeit,180+0,2021.01.31,23:28:50,Standard,911,-5
746,Rated Blitz game,https://lichess.org/JsRFYXjW,2021.01.31,?,Ceron_SS,DaenaliaEvandruile,1-0,967,-5,B02,Normal,180+0,2021.01.31,23:27:51,Standard,1011,+6
747,Rated Blitz game,https://lichess.org/8aUvBWCg,2021.01.31,?,DaenaliaEvandruile,racsnarok,1-0,960,-6,B20,Time forfeit,180+0,2021.01.31,23:20:41,Standard,961,+6
748,Rated Blitz game,https://lichess.org/2QLeKtGH,2021.01.31,?,heisenbergg21,DaenaliaEvandruile,0-1,953,+8,B02,Normal,180+0,2021.01.31,23:18:19,Standard,1026,-7
